temperature_C	humidity	noiselevel_dB	illuminance_lux	regiao
24,8125	66,3024902344	51,3569458634	339,84	mesa_chris
24,8125	66,2048339844	49,3323123273	339,84	mesa_chris
24,84375	66,2048339844	49,5820747599	340,48	mesa_chris
24,84375	66,1071777344	52,4347577007	340,16	mesa_chris
24,84375	66,1071777344	50,4965629346	339,84	mesa_chris
24,84375	66,015625	54,1855712377	339,84	mesa_chris
24,84375	65,91796875	52,8604881954	340,48	mesa_chris
24,84375	65,91796875	49,3046731629	339,84	mesa_chris
24,84375	65,8203125	49,2028455864	339,52	mesa_chris
24,84375	65,72265625	51,535282179	339,84	mesa_chris
24,84375	65,72265625	53,047385252	339,84	mesa_chris
24,84375	65,625	48,6250768608	342,4	mesa_chris
24,84375	65,52734375	48,0881606318	342,08	mesa_chris
24,84375	65,52734375	52,2237122248	341,76	mesa_chris
24,84375	65,4296875	50,4573302861	329,28	mesa_chris
24,84375	65,3381347656	50,6493607036	328,96	mesa_chris
24,84375	65,2404785156	49,7187071102	328,32	mesa_chris
24,84375	65,2404785156	50,5170043863	329,28	mesa_chris
24,84375	65,1428222656	47,7979814051	328,64	mesa_chris
24,84375	65,1428222656	47,8121671998	329,6	mesa_chris
24,84375	65,0451660156	48,1332924753	328,96	mesa_chris
24,84375	64,9475097656	51,1847698887	328,96	mesa_chris
24,84375	64,9475097656	52,2883941845	329,28	mesa_chris
24,84375	64,8498535156	48,302297763	329,28	mesa_chris
24,84375	64,8498535156	47,9065248074	329,28	mesa_chris
24,84375	64,7521972656	48,1128842554	329,28	mesa_chris
24,84375	64,6606445313	47,2790401771	329,28	mesa_chris
24,84375	64,6606445313	48,1149862688	329,6	mesa_chris
24,84375	64,5629882813	48,16024161	329,28	mesa_chris
24,84375	64,4653320313	51,7162054537	329,28	mesa_chris
24,84375	64,3676757813	50,1162356664	329,6	mesa_chris
24,8125	64,3676757813	51,9227509801	328,96	mesa_chris
24,8125	64,2700195313	51,1348491734	329,28	mesa_chris
24,8125	64,2700195313	51,9986089436	328,96	mesa_chris
24,8125	64,1723632813	50,9907908756	328,64	mesa_chris
24,8125	64,1723632813	53,1458749215	328,64	mesa_chris
24,8125	64,0747070313	55,428223661	329,6	mesa_chris
24,8125	64,0747070313	49,9087643554	329,6	mesa_chris
24,8125	64,0747070313	51,1135002634	328,96	mesa_chris
24,8125	63,9831542969	47,7642978323	329,6	mesa_chris
24,8125	63,9831542969	47,5304352142	330,24	mesa_chris
24,8125	63,8854980469	50,2908349572	329,6	mesa_chris
24,8125	63,8854980469	51,3318319929	329,28	mesa_chris
24,78125	63,7878417969	54,8533672726	328,64	mesa_chris
24,78125	63,7878417969	52,9508263226	328,96	mesa_chris
24,78125	63,6901855469	52,460161631	341,12	mesa_chris
24,78125	63,6901855469	52,4120849225	341,76	mesa_chris
24,78125	63,5925292969	49,6641208261	341,76	mesa_chris
24,78125	63,5925292969	52,3912257111	342,4	mesa_chris
24,78125	63,5925292969	51,343776266	342,08	mesa_chris
24,78125	63,4948730469	50,0226991072	340,8	mesa_chris
24,78125	63,4948730469	49,6073199314	342,08	mesa_chris
24,78125	63,4948730469	51,3928212049	342,4	mesa_chris
24,75	63,3972167969	50,7356803862	341,76	mesa_chris
24,75	63,3972167969	48,8370849091	340,8	mesa_chris
24,75	63,3056640625	49,9118970429	341,44	mesa_chris
24,75	63,3056640625	49,2185299789	341,44	mesa_chris
24,75	63,3056640625	51,1615952361	340,8	mesa_chris
24,75	63,2080078125	48,2351378692	341,12	mesa_chris
24,75	63,2080078125	48,0216442458	341,44	mesa_chris
24,75	63,2080078125	47,65630405	341,76	mesa_chris
24,75	63,1103515625	50,297308932	341,44	mesa_chris
24,75	63,1103515625	49,4606831233	341,44	mesa_chris
24,71875	63,1103515625	49,8240652004	341,44	mesa_chris
24,71875	63,1103515625	50,750968358	340,8	mesa_chris
24,71875	63,0126953125	49,5432748182	342,08	mesa_chris
24,71875	63,0126953125	51,018285989	342,08	mesa_chris
24,71875	63,0126953125	50,925921451	340,8	mesa_chris
24,71875	63,0126953125	49,3038643711	340,8	mesa_chris
24,71875	63,0126953125	50,8753624418	341,12	mesa_chris
24,71875	62,9150390625	51,1115017304	341,76	mesa_chris
24,71875	62,9150390625	51,7255372051	341,12	mesa_chris
24,71875	62,9150390625	51,7521644135	340,8	mesa_chris
24,6875	62,9150390625	49,2503876948	340,16	mesa_chris
24,6875	62,9150390625	47,2941912004	340,16	mesa_chris
24,6875	62,9150390625	48,3550262346	339,84	mesa_chris
24,6875	62,8173828125	48,7885196335	339,84	mesa_chris
24,6875	62,8173828125	49,6431126655	339,84	mesa_chris
24,6875	62,8173828125	48,6002963233	340,48	mesa_chris
24,6875	62,8173828125	48,0877022263	341,12	mesa_chris
24,6875	62,8173828125	47,4634206509	341,12	mesa_chris
24,6875	62,8173828125	51,6899865053	340,8	mesa_chris
24,65625	62,8173828125	50,1909324621	340,16	mesa_chris
24,65625	62,7197265625	50,7999764484	340,16	mesa_chris
24,65625	62,7197265625	49,4191118849	340,48	mesa_chris
24,65625	62,7197265625	48,5608262403	339,84	mesa_chris
24,65625	62,7197265625	50,2023333011	340,16	mesa_chris
24,65625	62,7197265625	48,1204385755	339,84	mesa_chris
24,65625	62,7197265625	47,8088597789	339,2	mesa_chris
24,65625	62,5915527344	47,6956757021	340,16	mesa_chris
24,625	62,6281738281	46,5072559867	340,48	mesa_chris
24,625	62,5915527344	46,8333407472	340,48	mesa_chris
24,625	62,5915527344	48,8938424937	340,48	mesa_chris
24,625	62,5915527344	46,7484318772	340,48	mesa_chris
24,625	62,5915527344	46,3000394101	340,16	mesa_chris
24,625	62,5915527344	48,5788539701	340,8	mesa_chris
24,625	62,5	49,1697260101	340,48	mesa_chris
24,625	62,5	48,2594878302	341,12	mesa_chris
24,625	62,5	50,3136387225	340,8	mesa_chris
24,625	62,5	47,6354898326	341,12	mesa_chris
24,59375	62,5	47,2642686682	341,76	mesa_chris
24,59375	62,40234375	47,1506230855	341,76	mesa_chris
24,59375	62,40234375	48,0595504075	342,08	mesa_chris
24,59375	62,40234375	49,0244761182	341,76	mesa_chris
24,59375	62,40234375	47,3268011264	341,76	mesa_chris
24,59375	62,40234375	47,332173265	341,44	mesa_chris
24,59375	62,40234375	49,4496432874	340,8	mesa_chris
24,59375	62,3046875	46,9740803843	341,12	mesa_chris
24,59375	62,3046875	47,0946072031	342,4	mesa_chris
24,5625	62,3046875	47,0018977832	330,24	mesa_chris
24,5625	62,3046875	46,5810115107	329,6	mesa_chris
24,5625	62,3046875	49,3920253112	329,28	mesa_chris
24,5625	62,3046875	48,9287876582	329,6	mesa_chris
24,5625	62,3046875	48,5920567594	329,6	mesa_chris
24,5625	62,3046875	46,7476942955	328,64	mesa_chris
24,5625	62,20703125	48,1022576264	329,6	mesa_chris
24,5625	62,20703125	48,6586836458	329,28	mesa_chris
24,5625	62,20703125	47,6709911056	342,08	mesa_chris
24,53125	62,20703125	47,534732574	341,44	mesa_chris
24,53125	62,20703125	47,7764951554	341,44	mesa_chris
24,53125	62,20703125	50,2338028878	341,44	mesa_chris
24,53125	62,20703125	49,6307518971	342,08	mesa_chris
24,53125	62,20703125	49,0080327759	341,12	mesa_chris
24,53125	62,20703125	48,8425034897	341,44	mesa_chris
24,53125	62,20703125	48,7899802758	341,44	mesa_chris
24,53125	62,20703125	49,7598657153	341,12	mesa_chris
24,53125	62,109375	50,4944869332	341,12	mesa_chris
24,53125	62,20703125	50,2877032006	341,44	mesa_chris
24,5	62,109375	50,3218849926	342,4	mesa_chris
24,5	62,109375	48,8104169711	342,4	mesa_chris
24,5	62,109375	49,5490347829	342,4	mesa_chris
24,5	62,109375	49,3318629535	342,4	mesa_chris
24,5	62,109375	48,9275394677	341,44	mesa_chris
24,5	62,109375	49,6049378587	342,4	mesa_chris
24,5	62,109375	48,0990875806	341,44	mesa_chris
24,5	62,109375	46,7413263508	342,72	mesa_chris
24,5	62,109375	48,112811051	342,08	mesa_chris
24,5	62,109375	49,2099279229	339,84	mesa_chris
24,5	62,109375	48,916696237	339,52	mesa_chris
24,5	62,109375	49,5668330357	339,84	mesa_chris
24,46875	62,109375	49,5423012298	339,52	mesa_chris
24,46875	62,109375	49,9204424113	339,52	mesa_chris
24,46875	62,01171875	51,9456880943	339,52	mesa_chris
24,46875	62,01171875	52,5278662652	340,48	mesa_chris
24,46875	62,01171875	55,8258885837	338,56	mesa_chris
24,46875	62,01171875	53,8958761722	338,56	mesa_chris
24,46875	62,01171875	48,6563487795	338,24	mesa_chris
24,46875	62,01171875	47,6245596176	339,52	mesa_chris
24,46875	62,01171875	48,919268628	339,2	mesa_chris
24,46875	62,01171875	48,500761951	338,88	mesa_chris
24,46875	62,01171875	52,1396809638	340,16	mesa_chris
24,46875	62,01171875	51,125147927	341,12	mesa_chris
24,4375	62,01171875	49,3330128407	342,4	mesa_chris
24,4375	62,01171875	51,4844190269	342,4	mesa_chris
24,4375	62,01171875	50,077779197	341,12	mesa_chris
24,4375	61,9201660156	47,9387183701	340,8	mesa_chris
24,4375	62,01171875	52,2881191703	340,8	mesa_chris
24,4375	61,9201660156	53,1166304025	341,12	mesa_chris
24,4375	61,9201660156	51,0995379865	342,08	mesa_chris
24,4375	61,9201660156	52,1395998165	341,76	mesa_chris
24,4375	61,9201660156	51,7289152672	342,4	mesa_chris
24,4375	61,9201660156	50,5365985347	342,08	mesa_chris
24,4375	61,9201660156	53,1677940186	342,4	mesa_chris
24,4375	61,9201660156	52,3410846923	342,08	mesa_chris
24,40625	61,9201660156	50,6172556719	341,44	mesa_chris
24,40625	61,9201660156	48,9236909746	336,96	mesa_chris
24,40625	61,9201660156	49,8556251713	340,16	mesa_chris
24,40625	61,9201660156	49,8364431417	340,48	mesa_chris
24,40625	61,9201660156	51,7482751322	341,44	mesa_chris
24,40625	61,8225097656	57,4779591118	339,52	mesa_chris
24,40625	61,8225097656	50,4672985152	341,76	mesa_chris
24,40625	61,8225097656	50,4796148937	342,08	mesa_chris
24,40625	61,8225097656	49,499178313	340,48	mesa_chris
24,40625	61,8225097656	50,4410955774	337,6	mesa_chris
24,40625	61,8225097656	48,0504406109	338,56	mesa_chris
24,40625	61,8225097656	51,0949654446	338,24	mesa_chris
24,40625	61,8225097656	49,822530388	337,92	mesa_chris
24,375	61,7248535156	52,0183040639	339,2	mesa_chris
24,375	61,7248535156	56,3472026085	339,2	mesa_chris
24,375	61,7248535156	52,2191219777	338,56	mesa_chris
24,375	61,7248535156	54,0897547339	343,04	mesa_chris
24,375	61,7248535156	53,1896899642	344	mesa_chris
24,375	61,7248535156	53,0410205416	343,04	mesa_chris
24,375	61,7248535156	55,14986143	343,68	mesa_chris
24,375	61,6271972656	50,3074211976	342,72	mesa_chris
24,375	61,6271972656	52,3680397543	343,04	mesa_chris
24,375	61,6271972656	55,1564139704	342,72	mesa_chris
24,375	61,6271972656	49,4254614462	343,68	mesa_chris
24,375	61,6271972656	54,1635599809	342,72	mesa_chris
24,375	61,6271972656	52,3591673257	330,56	mesa_chris
24,34375	61,6271972656	52,0443498597	329,92	mesa_chris
24,34375	61,5295410156	49,0934260017	330,24	mesa_chris
24,34375	61,5295410156	50,2033963745	329,92	mesa_chris
24,34375	61,5295410156	48,252352942	329,92	mesa_chris
24,34375	61,5295410156	49,4869553694	330,24	mesa_chris
24,34375	61,5295410156	50,9559668322	329,28	mesa_chris
24,34375	61,5295410156	56,7893714081	328,96	mesa_chris
24,34375	61,5295410156	56,2746443318	328,64	mesa_chris
24,34375	61,5295410156	52,4916587117	328,64	mesa_chris
24,34375	61,4318847656	50,5133179742	329,6	mesa_chris
24,3125	61,4318847656	47,9940285477	328,96	mesa_chris
24,3125	61,4318847656	50,5445971333	328,64	mesa_chris
24,3125	61,4318847656	49,4111736861	329,28	mesa_chris
24,3125	61,4318847656	49,2079850147	329,6	mesa_chris
24,3125	61,4318847656	52,0110716779	328,96	mesa_chris
24,3125	61,3342285156	51,2035925911	329,6	mesa_chris
24,3125	61,3342285156	49,734953865	328,96	mesa_chris
24,3125	61,3342285156	49,0168670925	328,96	mesa_chris
24,3125	61,3342285156	53,7466862311	328,64	mesa_chris
24,3125	61,3342285156	48,7600910443	341,12	mesa_chris
24,3125	61,3342285156	47,1780578035	341,44	mesa_chris
24,3125	61,2426757813	47,2109027622	341,44	mesa_chris
24,3125	61,2426757813	48,5490847666	339,2	mesa_chris
24,28125	61,2426757813	47,1985597784	328,64	mesa_chris
24,28125	61,2426757813	48,0621218234	328,96	mesa_chris
24,28125	61,2426757813	52,9778267302	328,64	mesa_chris
24,28125	61,1450195313	57,1023491886	320,56	mesa_chris
24,28125	61,1450195313	57,4898072169	328,64	mesa_chris
24,28125	61,1450195313	55,3525747705	328,64	mesa_chris
24,28125	61,1450195313	50,7077562668	328,32	mesa_chris
24,28125	61,1450195313	50,2181472248	329,6	mesa_chris
24,28125	61,1450195313	54,1531539683	330,56	mesa_chris
24,28125	61,1450195313	54,5400017102	329,6	mesa_chris
24,28125	61,0168457031	53,1092801249	328,96	mesa_chris
24,25	61,0473632813	52,4459703782	329,28	mesa_chris
24,25	61,0473632813	54,6101700135	328,96	mesa_chris
24,25	61,0168457031	54,499953397	330,56	mesa_chris
24,25	61,0168457031	52,7411017616	329,28	mesa_chris
24,25	61,0168457031	51,759489884	329,6	mesa_chris
24,25	61,0168457031	51,1735377442	328,64	mesa_chris
24,25	61,0168457031	52,2452961072	328,96	mesa_chris
24,25	61,0168457031	53,1273589745	328,32	mesa_chris
24,25	60,9191894531	58,8805720017	327,6	mesa_chris
24,25	60,9191894531	51,8711956471	329,28	mesa_chris
24,21875	60,9191894531	51,3399367816	324,72	mesa_chris
24,21875	60,9191894531	49,2265027267	325,36	mesa_chris
24,21875	60,9191894531	49,7216455382	327,6	mesa_chris
24,21875	60,9191894531	50,7477326549	328,32	mesa_chris
24,21875	60,9191894531	49,156322978	328,64	mesa_chris
24,21875	60,9191894531	49,9825220817	328,96	mesa_chris
24,21875	60,9191894531	49,2135595663	328,96	mesa_chris
24,21875	60,9191894531	50,1807306081	328,96	mesa_chris
24,21875	60,9191894531	50,2268858879	328,32	mesa_chris
24,21875	60,9191894531	49,9512298147	328,64	mesa_chris
24,21875	60,9191894531	51,951510335	329,28	mesa_chris
24,21875	60,9191894531	49,7728158991	329,28	mesa_chris
24,21875	60,9191894531	53,0586608567	329,28	mesa_chris
24,21875	60,9191894531	55,0538661463	328,64	mesa_chris
24,21875	60,9191894531	53,4978891286	324,72	mesa_chris
24,21875	60,9191894531	50,7185373935	326,96	mesa_chris
24,21875	60,9191894531	50,914616222	326,96	mesa_chris
24,1875	60,9191894531	53,1222533031	325,68	mesa_chris
24,1875	60,9191894531	58,323139379	299,36	mesa_chris
24,1875	60,9191894531	54,4783912826	326	mesa_chris
24,1875	60,9191894531	51,3112529584	327,6	mesa_chris
24,1875	60,9191894531	57,0776625918	325,36	mesa_chris
24,1875	60,9191894531	50,3685557063	326	mesa_chris
24,1875	60,9191894531	48,6269521959	324,4	mesa_chris
24,1875	60,9191894531	49,758610509	299,36	mesa_chris
24,1875	60,9191894531	55,0487704228	311,28	mesa_chris
24,1875	60,9191894531	50,6881046449	329,28	mesa_chris
24,1875	60,9191894531	56,1723287699	330,88	mesa_chris
24,1875	60,9191894531	55,1105639232	331,84	mesa_chris
24,1875	60,9191894531	48,5690778025	331,52	mesa_chris
24,1875	60,9191894531	49,6272021174	331,2	mesa_chris
24,1875	60,8215332031	56,1407725707	330,56	mesa_chris
24,1875	60,8215332031	55,3077632267	328,96	mesa_chris
24,1875	60,8215332031	53,7170473158	309,28	mesa_chris
24,15625	60,8215332031	53,4758701244	297,12	mesa_chris
24,15625	60,8215332031	49,1270210165	298,4	mesa_chris
24,15625	60,8215332031	56,5154254698	325,36	mesa_chris
24,15625	60,8215332031	54,0712582111	328,96	mesa_chris
24,15625	60,7238769531	53,6402353852	329,6	mesa_chris
24,15625	60,7238769531	51,5202572641	329,6	mesa_chris
24,15625	60,7238769531	51,8509168239	330,88	mesa_chris
24,15625	60,7238769531	49,4536074413	331,52	mesa_chris
24,15625	60,7238769531	56,4394175717	331,84	mesa_chris
24,15625	60,7238769531	55,3838498304	331,2	mesa_chris
24,15625	60,7238769531	52,0810522045	330,56	mesa_chris
24,15625	60,7238769531	55,9663627915	330,24	mesa_chris
24,15625	60,7238769531	58,0255369005	329,92	mesa_chris
24,15625	60,7238769531	54,3829535688	330,24	mesa_chris
24,15625	60,7238769531	55,5953398366	329,92	mesa_chris
24,125	60,7238769531	50,6879101976	329,28	mesa_chris
24,125	60,7238769531	49,4117646496	327,6	mesa_chris
24,125	60,7238769531	49,7638164405	326,32	mesa_chris
24,125	60,7238769531	50,8528720808	326,64	mesa_chris
24,125	60,7238769531	53,0643702378	324,4	mesa_chris
24,125	60,7238769531	52,0249405662	325,68	mesa_chris
24,125	60,6323242188	49,8901835812	325,36	mesa_chris
24,125	60,6323242188	50,5841723586	328,96	mesa_chris
24,125	60,6323242188	59,698094454	328	mesa_chris
24,125	60,6323242188	47,2721355129	328,96	mesa_chris
24,125	60,6323242188	47,5081276588	328,96	mesa_chris
24,125	60,6323242188	50,927637621	323,76	mesa_chris
24,125	60,6323242188	53,0819714537	326,32	mesa_chris
24,125	60,6323242188	53,3792187229	327,6	mesa_chris
24,125	60,6323242188	55,7293868094	328,32	mesa_chris
24,125	60,6323242188	50,6234856927	328,32	mesa_chris
24,09375	60,6323242188	50,825493059	329,92	mesa_chris
24,09375	60,6323242188	51,1945347973	330,24	mesa_chris
24,09375	60,6323242188	50,2828547741	331,2	mesa_chris
24,09375	60,6323242188	50,1648143106	331,2	mesa_chris
24,09375	60,6323242188	49,7105659281	331,52	mesa_chris
24,09375	60,6323242188	49,919346298	330,88	mesa_chris
24,09375	60,6323242188	52,7557029147	331,52	mesa_chris
24,09375	60,6323242188	52,4079592251	330,88	mesa_chris
24,09375	60,5346679688	53,5284455133	331,52	mesa_chris
24,09375	60,5346679688	51,8271049281	331,2	mesa_chris
24,09375	60,5346679688	48,8258182235	331,84	mesa_chris
24,09375	60,5346679688	50,8153058556	331,52	mesa_chris
24,09375	60,5346679688	54,1468698677	331,2	mesa_chris
24,09375	60,5346679688	53,2584591627	330,56	mesa_chris
24,09375	60,5346679688	49,0785825603	331,2	mesa_chris
24,09375	60,5346679688	48,166502098	331,2	mesa_chris
24,0625	60,5346679688	48,8095495241	331,2	mesa_chris
24,0625	60,4370117188	48,1160024001	330,88	mesa_chris
24,0625	60,4370117188	53,7282053498	329,28	mesa_chris
24,0625	60,4370117188	53,6417975654	328,64	mesa_chris
24,0625	60,4370117188	49,8216969666	328,32	mesa_chris
24,0625	60,4370117188	49,9980522382	329,6	mesa_chris
24,0625	60,4370117188	54,0305764542	330,56	mesa_chris
24,0625	60,4370117188	48,5694188601	330,56	mesa_chris
24,0625	60,4370117188	47,1183549397	332,16	mesa_chris
24,0625	60,4370117188	52,5688207575	331,2	mesa_chris
24,0625	60,4370117188	54,21816274	331,52	mesa_chris
24,0625	60,3393554688	62,3074710209	330,88	mesa_chris
24,0625	60,3393554688	51,3952592817	330,56	mesa_chris
24,0625	60,3393554688	46,8930639728	331,84	mesa_chris
24,0625	60,3393554688	47,2618515603	331,52	mesa_chris
24,0625	60,3393554688	50,5591614363	331,52	mesa_chris
24,0625	60,3393554688	54,9013527128	332,16	mesa_chris
24,0625	60,2416992188	58,383692826	331,52	mesa_chris
24,0625	60,2416992188	48,8790117885	332,16	mesa_chris
24,0625	60,2416992188	49,3701942735	328	mesa_chris
24,0625	60,2416992188	49,6805377467	330,56	mesa_chris
24,03125	60,2416992188	49,3842783322	330,56	mesa_chris
24,03125	60,2416992188	48,5951210357	331,2	mesa_chris
24,03125	60,2416992188	55,1644138173	331,84	mesa_chris
24,03125	60,1440429688	53,4083258291	331,84	mesa_chris
24,03125	60,1440429688	50,5147142118	331,52	mesa_chris
24,03125	60,1440429688	47,8742039811	331,2	mesa_chris
24,03125	60,1440429688	49,7852551818	331,2	mesa_chris
24,03125	60,1440429688	49,0944755023	330,88	mesa_chris
24,03125	60,1440429688	49,9552286693	330,56	mesa_chris
24,03125	60,1440429688	50,3700466681	330,88	mesa_chris
24,03125	60,1440429688	49,3483865644	330,56	mesa_chris
24,03125	60,0463867188	49,8829173158	330,56	mesa_chris
24,03125	60,0463867188	50,6914962002	329,92	mesa_chris
24,03125	60,0463867188	51,2250112325	330,56	mesa_chris
24,03125	60,0463867188	51,3745965368	330,56	mesa_chris
24,03125	60,0463867188	50,7469840735	325,04	mesa_chris
24,03125	60,0463867188	48,7484424511	327,28	mesa_chris
24,03125	60,0463867188	49,464144633	329,6	mesa_chris
24,03125	60,0463867188	50,2039947566	329,28	mesa_chris
24,03125	60,0463867188	48,9874211392	328,64	mesa_chris
24	60,0463867188	48,5726197254	329,92	mesa_chris
24	60,0463867188	48,3923587647	329,28	mesa_chris
24	59,9548339844	47,7709290489	328,96	mesa_chris
24	59,9548339844	47,2728166342	328,64	mesa_chris
24	59,9548339844	50,3297662445	328,64	mesa_chris
24	59,9548339844	47,4595198715	328,64	mesa_chris
24	59,9548339844	47,6916945693	329,28	mesa_chris
24	59,9548339844	46,8659620784	328,64	mesa_chris
24	59,9548339844	46,9214497147	328,96	mesa_chris
24	59,9548339844	46,6715875395	328,96	mesa_chris
24	59,9548339844	47,0210286363	329,92	mesa_chris
24	59,8571777344	47,6768100383	331,2	mesa_chris
24	59,8571777344	46,8548574211	331,52	mesa_chris
24	59,8571777344	47,1715340479	330,56	mesa_chris
24	59,8571777344	48,0083470434	331,2	mesa_chris
24	59,8571777344	47,0711613372	330,56	mesa_chris
24	59,8571777344	50,1171946456	330,24	mesa_chris
24	59,7595214844	49,0088720243	330,24	mesa_chris
24	59,8571777344	50,5472250711	330,24	mesa_chris
23,96875	59,7595214844	50,6719494301	330,88	mesa_chris
23,96875	59,7595214844	52,6536724414	331,2	mesa_chris
23,96875	59,7595214844	52,0522005711	331,2	mesa_chris
23,96875	59,7595214844	51,4820441059	330,56	mesa_chris
23,96875	59,7595214844	48,6173910669	329,92	mesa_chris
23,96875	59,7595214844	52,8647278813	329,92	mesa_chris
23,96875	59,7595214844	49,7422103046	330,24	mesa_chris
23,96875	59,7595214844	49,6328625845	329,92	mesa_chris
23,96875	59,7595214844	48,7032140555	330,56	mesa_chris
23,96875	59,7595214844	48,1562211677	331,2	mesa_chris
23,96875	59,7595214844	48,080806511	330,88	mesa_chris
23,96875	59,7595214844	47,1218487793	330,88	mesa_chris
23,96875	59,6618652344	47,513745663	330,88	mesa_chris
23,96875	59,6618652344	47,0068891731	330,88	mesa_chris
23,96875	59,6618652344	48,9099700907	329,92	mesa_chris
23,96875	59,6618652344	51,182363135	329,92	mesa_chris
23,96875	59,6618652344	50,0820421174	329,92	mesa_chris
23,96875	59,6618652344	50,1773087384	330,24	mesa_chris
23,96875	59,6618652344	51,7552285044	330,56	mesa_chris
23,96875	59,6618652344	52,9198027934	330,24	mesa_chris
23,9375	59,6618652344	47,2240766335	330,24	mesa_chris
23,9375	59,6618652344	47,4003970587	329,28	mesa_chris
23,9375	59,6618652344	47,8858902501	329,92	mesa_chris
23,9375	59,6618652344	47,8980729451	329,6	mesa_chris
23,9375	59,6618652344	47,6754486345	329,6	mesa_chris
23,9375	59,6618652344	47,018765908	331,52	mesa_chris
23,9375	59,5642089844	47,1087232344	330,88	mesa_chris
23,9375	59,5642089844	47,3374645529	331,2	mesa_chris
23,9375	59,5642089844	48,1701057638	330,56	mesa_chris
23,9375	59,5642089844	47,1658890452	330,24	mesa_chris
23,9375	59,5642089844	47,7733814768	329,92	mesa_chris
23,9375	59,5642089844	47,4600249859	329,92	mesa_chris
23,9375	59,5642089844	47,825061282	330,88	mesa_chris
23,9375	59,5642089844	47,7772543178	330,88	mesa_chris
23,9375	59,5642089844	48,4483413831	330,24	mesa_chris
23,9375	59,4665527344	49,4762837264	330,56	mesa_chris
23,9375	59,4665527344	47,9102308978	330,24	mesa_chris
23,9375	59,4665527344	49,5999044398	329,6	mesa_chris
23,9375	59,4665527344	47,9467138918	329,92	mesa_chris
23,9375	59,4665527344	47,1783881615	330,24	mesa_chris
23,9375	59,4665527344	49,4447926151	331,2	mesa_chris
23,9375	59,375	47,7194040484	330,88	mesa_chris
23,90625	59,375	47,8326633037	329,92	mesa_chris
23,90625	59,375	47,8187201466	329,92	mesa_chris
23,90625	59,375	47,9309639162	329,6	mesa_chris
23,90625	59,375	50,795329675	329,28	mesa_chris
23,90625	59,27734375	48,3680111725	329,28	mesa_chris
23,90625	59,2468261719	47,1005372748	329,28	mesa_chris
23,90625	59,2468261719	50,2630574743	330,24	mesa_chris
23,90625	59,27734375	49,5283954124	330,88	mesa_chris
23,90625	59,2468261719	48,8722480692	330,56	mesa_chris
23,90625	59,27734375	49,6547400463	330,56	mesa_chris
23,90625	59,2468261719	49,3282805964	329,92	mesa_chris
23,90625	59,2468261719	48,6365570934	329,6	mesa_chris
23,90625	59,2468261719	48,3627797964	328,96	mesa_chris
23,90625	59,2468261719	47,2231206246	329,92	mesa_chris
23,90625	59,1491699219	48,5034338871	329,6	mesa_chris
23,90625	59,1491699219	47,4626437632	328	mesa_chris
23,90625	59,1491699219	48,3757545511	326,64	mesa_chris
23,875	59,1491699219	47,2201985969	326,64	mesa_chris
23,875	59,1491699219	47,6162872372	324,4	mesa_chris
23,875	59,1491699219	49,5892564486	324,08	mesa_chris
23,875	59,1491699219	48,4393119413	324,72	mesa_chris
23,875	59,1491699219	48,3496956258	324,08	mesa_chris
23,875	59,1491699219	49,3004464827	324,72	mesa_chris
23,875	59,1491699219	49,151801943	324,4	mesa_chris
23,875	59,1491699219	51,8463472879	323,76	mesa_chris
23,875	59,1491699219	48,8610636104	324,4	mesa_chris
23,875	59,1491699219	47,6357791782	323,76	mesa_chris
23,875	59,1491699219	47,9537912815	324,72	mesa_chris
23,875	59,1491699219	48,1084171156	325,36	mesa_chris
23,875	59,1491699219	49,6565256894	326,96	mesa_chris
23,875	59,0515136719	49,7836170885	328,32	mesa_chris
23,875	59,0515136719	49,9190114095	328,32	mesa_chris
23,875	59,0515136719	50,2639680901	327,28	mesa_chris
23,875	59,0515136719	48,5640189751	327,28	mesa_chris
23,875	59,0515136719	49,9332006937	326,64	mesa_chris
23,875	59,0515136719	50,0825156682	326,32	mesa_chris
23,875	59,0515136719	50,3470022757	325,68	mesa_chris
23,875	59,0515136719	52,4460780595	326,64	mesa_chris
23,875	58,9538574219	51,7944018761	326,64	mesa_chris
23,84375	58,9538574219	54,5433648513	327,28	mesa_chris
23,84375	58,9538574219	50,3243897525	327,6	mesa_chris
23,84375	58,9538574219	51,2470634225	328,96	mesa_chris
23,84375	58,9538574219	49,7779757576	329,28	mesa_chris
23,84375	58,8623046875	49,3596179156	330,24	mesa_chris
23,84375	58,8623046875	50,7643284119	329,6	mesa_chris
23,84375	58,8623046875	49,8615356253	330,24	mesa_chris
23,84375	58,8623046875	50,3747603595	329,28	mesa_chris
23,84375	58,8623046875	50,6975941953	328,64	mesa_chris
23,84375	58,8623046875	50,4229754418	329,6	mesa_chris
23,84375	58,8623046875	48,0191480918	329,28	mesa_chris
23,84375	58,8623046875	48,9239780019	329,6	mesa_chris
23,84375	58,8623046875	51,534001742	329,6	mesa_chris
23,84375	58,8623046875	50,9324227483	329,6	mesa_chris
23,84375	58,7646484375	50,448424034	328,96	mesa_chris
23,84375	58,7646484375	49,2213263069	330,24	mesa_chris
23,84375	58,7646484375	49,1359838023	329,92	mesa_chris
23,84375	58,7646484375	54,4900483256	330,24	mesa_chris
23,84375	58,7646484375	53,6462827285	329,28	mesa_chris
23,84375	58,7646484375	50,1436003795	329,6	mesa_chris
