temperature_C	humidity	noiselevel_dB	illuminance_lux	regiao
22,75	76,6296386719	46,7492653702	352	lounge
22,75	76,6296386719	47,0653789564	352	lounge
22,75	76,6296386719	45,9292785682	351,04	lounge
22,75	76,6296386719	46,4842204648	351,04	lounge
22,75	76,6296386719	45,7383555721	352,32	lounge
22,75	76,6296386719	45,6931365175	351,68	lounge
22,75	76,6296386719	45,1276627827	352	lounge
22,75	76,6296386719	44,9788684004	352	lounge
22,75	76,6296386719	46,424561079	350,08	lounge
22,75	76,6296386719	46,7275640169	352,64	lounge
22,75	76,6296386719	44,7152154951	351,36	lounge
22,75	76,6296386719	46,667324137	350,72	lounge
22,75	76,6296386719	44,3967460597	350,4	lounge
22,75	76,6296386719	43,9095517842	350,4	lounge
22,75	76,6296386719	46,4610144092	350,72	lounge
22,75	76,6296386719	44,7661165031	352	lounge
22,75	76,6296386719	46,5754041652	352,32	lounge
22,75	76,6296386719	44,3857818814	352	lounge
22,75	76,6296386719	50,3630097611	351,04	lounge
22,75	76,6296386719	50,218039187	352	lounge
22,75	76,6296386719	45,4898555466	351,04	lounge
22,75	76,6296386719	52,68433171	350,72	lounge
22,75	76,6296386719	51,5481148833	350,72	lounge
22,75	76,6296386719	47,8768844833	350,4	lounge
22,75	76,6296386719	51,6025514777	351,04	lounge
22,75	76,7211914063	51,1392299141	351,36	lounge
22,75	76,7211914063	48,1199654095	351,68	lounge
22,75	76,7211914063	48,1185210409	351,04	lounge
22,75	76,7211914063	45,4881742454	350,4	lounge
22,75	76,7211914063	45,4663784546	351,36	lounge
22,78125	76,7211914063	45,3048976021	350,72	lounge
22,75	76,7211914063	48,5534462797	352	lounge
22,78125	76,7211914063	48,3955970502	350,72	lounge
22,78125	76,7211914063	47,4988055496	350,08	lounge
22,78125	76,7211914063	48,2801573553	351,04	lounge
22,78125	76,7211914063	46,6001614066	350,72	lounge
22,78125	76,7211914063	44,3375309313	352	lounge
22,78125	76,7211914063	52,6731315814	351,04	lounge
22,78125	76,7211914063	45,2812300887	350,08	lounge
22,78125	76,7211914063	46,4384044589	349,44	lounge
22,78125	76,7211914063	45,6618209849	349,44	lounge
22,78125	76,7211914063	58,6427934066	351,04	lounge
22,78125	76,7211914063	50,2624350357	350,08	lounge
22,78125	76,7211914063	45,4582383426	350,08	lounge
22,78125	76,7211914063	45,2904957394	350,4	lounge
22,78125	76,7211914063	45,8552424848	349,12	lounge
22,78125	76,7211914063	44,7300026363	350,08	lounge
22,78125	76,7211914063	44,1015436112	350,72	lounge
22,78125	76,6296386719	44,7846279496	350,4	lounge
22,78125	76,6296386719	45,1863557165	351,04	lounge
22,78125	76,6296386719	45,7785848193	350,72	lounge
22,78125	76,6296386719	45,0911035127	351,36	lounge
22,78125	76,6296386719	45,5026943044	350,4	lounge
22,78125	76,6296386719	45,038361389	350,08	lounge
22,78125	76,6296386719	45,0388436729	350,4	lounge
22,78125	76,6296386719	44,4901034309	350,4	lounge
22,78125	76,6296386719	44,9893623296	351,68	lounge
22,78125	76,6296386719	44,3732993029	350,72	lounge
22,78125	76,5319824219	44,6803173087	351,36	lounge
22,78125	76,5319824219	44,8741970892	350,72	lounge
22,78125	76,5319824219	44,8658545927	350,08	lounge
22,78125	76,5319824219	45,8633646948	351,68	lounge
22,78125	76,5319824219	45,6820475178	351,04	lounge
22,78125	76,5319824219	46,2600760382	351,36	lounge
22,78125	76,5319824219	45,1790421205	351,68	lounge
22,78125	76,5319824219	44,6219804741	350,72	lounge
22,78125	76,5686035156	45,1428619125	351,68	lounge
22,78125	76,4343261719	45,5548306827	352	lounge
22,78125	76,4343261719	45,1199845507	349,76	lounge
22,78125	76,4343261719	45,6333255386	349,44	lounge
22,78125	76,3366699219	47,3346807331	351,68	lounge
22,78125	76,3366699219	45,6323671736	350,72	lounge
22,78125	76,3366699219	45,781082631	352,32	lounge
22,78125	76,3366699219	45,11134865	351,68	lounge
22,78125	76,3366699219	47,3279849488	351,04	lounge
22,78125	76,3366699219	48,2993586515	350,4	lounge
22,78125	76,3366699219	45,2928008941	350,72	lounge
22,78125	76,2390136719	47,0289613193	350,4	lounge
22,78125	76,2390136719	49,0417349418	350,72	lounge
22,78125	76,2817382813	48,2525277593	350,08	lounge
22,78125	76,2390136719	48,3309799801	344,96	lounge
22,78125	76,2390136719	45,103839087	349,12	lounge
22,78125	76,2390136719	45,210595402	350,4	lounge
22,78125	76,1474609375	48,2179313951	348,8	lounge
22,78125	76,1474609375	49,3961232896	349,76	lounge
22,78125	76,1474609375	48,3514295683	349,12	lounge
22,78125	76,1840820313	48,8824406696	349,44	lounge
22,78125	76,0864257813	47,3266095363	349,44	lounge
22,78125	76,0498046875	47,9820480321	349,76	lounge
22,78125	76,0498046875	52,820760665	350,4	lounge
22,78125	76,0498046875	52,7517814853	351,36	lounge
22,78125	76,0498046875	51,5404569081	349,12	lounge
22,78125	76,0498046875	55,660300464	349,44	lounge
22,78125	75,9521484375	51,6974002407	349,76	lounge
22,78125	75,9521484375	50,6105798323	349,12	lounge
22,78125	75,9521484375	46,8314185081	351,04	lounge
22,78125	75,9887695313	45,5803350144	351,04	lounge
22,78125	75,9521484375	46,1640559261	350,72	lounge
22,78125	75,9521484375	46,2122746858	350,4	lounge
22,78125	75,9887695313	44,8289296962	350,08	lounge
22,78125	75,8544921875	45,7125303516	351,04	lounge
22,78125	75,8544921875	44,9000244969	351,36	lounge
22,78125	75,8911132813	47,7620805693	349,76	lounge
22,78125	75,8544921875	46,1357081577	349,44	lounge
22,78125	75,8544921875	47,5425264662	350,72	lounge
22,78125	75,8544921875	45,9435338379	350,4	lounge
22,78125	75,8911132813	46,7516037819	350,4	lounge
22,78125	75,8911132813	46,5565534308	351,36	lounge
22,78125	75,8911132813	46,6557915974	350,4	lounge
22,78125	75,8544921875	45,8943132072	352	lounge
22,78125	75,7934570313	45,8866109673	350,4	lounge
22,78125	75,7934570313	45,9937097562	351,68	lounge
22,78125	75,7934570313	47,2881970709	352,64	lounge
22,78125	75,7934570313	46,6079349023	351,68	lounge
22,8125	75,7934570313	48,48227842	351,04	lounge
22,78125	75,7934570313	49,0625499267	350,72	lounge
22,78125	75,7934570313	46,3570057761	350,72	lounge
22,78125	75,7934570313	45,450145607	350,08	lounge
22,8125	75,7568359375	46,016545269	352,64	lounge
22,78125	75,7934570313	46,2682395801	352,64	lounge
22,78125	75,7019042969	45,7574512898	352	lounge
22,8125	75,7019042969	44,8159342033	351,36	lounge
22,8125	75,6652832031	46,1666084068	352,64	lounge
22,8125	75,6652832031	44,9357901637	352,64	lounge
22,8125	75,7019042969	44,7048215423	349,76	lounge
22,8125	75,6042480469	45,3539308522	351,68	lounge
22,8125	75,5676269531	45,129365087	350,08	lounge
22,8125	75,6042480469	45,1868209765	352,32	lounge
22,8125	75,6042480469	45,9273870852	350,08	lounge
22,8125	75,6042480469	44,7498628623	350,08	lounge
22,8125	75,6042480469	45,4190675106	351,04	lounge
22,8125	75,6042480469	45,5851914371	351,36	lounge
22,78125	75,6042480469	45,0041627485	352,32	lounge
22,8125	75,6042480469	45,539174289	351,36	lounge
22,8125	75,6042480469	45,299025491	350,08	lounge
22,8125	75,5065917969	45,0102374998	350,72	lounge
22,8125	75,5065917969	44,3090736935	351,04	lounge
22,8125	75,5065917969	45,5578035767	350,4	lounge
22,8125	75,4699707031	45,1598636065	351,68	lounge
22,8125	75,5065917969	45,78926006	351,04	lounge
22,8125	75,5065917969	45,6417292923	350,72	lounge
22,8125	75,4089355469	44,3510683138	351,36	lounge
22,8125	75,4089355469	44,7001209455	352	lounge
22,8125	75,4089355469	45,698632412	351,04	lounge
22,8125	75,4089355469	45,3571574986	350,08	lounge
22,8125	75,4089355469	46,9112761653	350,08	lounge
22,8125	75,4089355469	45,6024235664	352,32	lounge
22,8125	75,4089355469	45,7571809124	352	lounge
22,8125	75,3112792969	51,1745179813	352	lounge
22,8125	75,3112792969	46,416430864	350,08	lounge
22,8125	75,3112792969	58,1961284267	351,68	lounge
22,8125	75,3112792969	46,2324503625	349,76	lounge
22,8125	75,3112792969	45,378678908	352,64	lounge
22,8125	75,3112792969	45,8998248319	349,76	lounge
22,8125	75,3112792969	46,6388168655	352,32	lounge
22,8125	75,2197265625	47,2046387505	350,72	lounge
22,8125	75,2197265625	46,5543797759	350,72	lounge
22,8125	75,2197265625	46,9302283958	352,32	lounge
22,8125	75,2197265625	47,4303727922	351,68	lounge
22,8125	75,1220703125	45,8506242683	351,04	lounge
22,8125	75,0854492188	46,8312990133	351,36	lounge
22,8125	75,1220703125	46,0426316248	353,28	lounge
22,8125	75,1220703125	45,951603009	352,32	lounge
22,8125	75,0244140625	45,8456495252	351,04	lounge
22,8125	75,0244140625	60,0713528099	352,64	lounge
22,8125	75,0244140625	46,08441232	350,08	lounge
22,8125	75,0244140625	45,7386249754	352,64	lounge
22,8125	74,9267578125	46,4108446083	351,04	lounge
22,8125	74,9267578125	48,0562732813	350,72	lounge
22,8125	74,9267578125	45,3868588579	352	lounge
22,8125	74,9267578125	45,9307377008	352,96	lounge
22,8125	74,9267578125	45,3919243269	352,32	lounge
22,8125	74,8291015625	45,6910356871	351,68	lounge
22,8125	74,8291015625	45,7816463745	352	lounge
22,8125	74,8291015625	46,5242455522	350,72	lounge
22,8125	74,8291015625	45,4365397628	351,04	lounge
22,8125	74,8291015625	46,149899731	350,72	lounge
22,8125	74,8291015625	45,2933773679	351,04	lounge
22,8125	74,7314453125	46,0837873234	352,32	lounge
22,8125	74,7314453125	45,5953341788	350,4	lounge
22,8125	74,7314453125	46,2329024894	352	lounge
22,8125	74,7314453125	46,1055589034	352	lounge
22,8125	74,7314453125	46,4596687497	351,68	lounge
22,8125	74,6398925781	46,7919810998	350,08	lounge
22,8125	74,6398925781	45,9071208427	350,08	lounge
22,8125	74,6398925781	47,0592240919	351,04	lounge
22,8125	74,6398925781	47,1474551568	350,08	lounge
22,8125	74,5422363281	46,3182648006	349,76	lounge
22,8125	74,5422363281	45,4899774381	350,4	lounge
22,8125	74,5422363281	46,7617298715	350,4	lounge
22,8125	74,5422363281	46,6792774052	350,08	lounge
22,8125	74,4445800781	46,0485262303	350,4	lounge
22,8125	74,4445800781	46,7300078943	350,4	lounge
22,8125	74,4445800781	46,0510994352	349,12	lounge
22,8125	74,4445800781	45,7232373854	350,72	lounge
22,8125	74,3469238281	48,0946843481	350,72	lounge
22,8125	74,3469238281	46,7720727878	351,36	lounge
22,8125	74,3469238281	46,3624659249	350,4	lounge
22,8125	74,3469238281	46,0374518572	350,4	lounge
22,8125	74,2492675781	46,9762088018	349,76	lounge
22,8125	74,2492675781	47,0159657896	351,04	lounge
22,8125	74,1577148438	47,1632908137	352,64	lounge
22,8125	74,1577148438	46,420589631	350,72	lounge
22,8125	74,1577148438	47,3463178379	352,64	lounge
22,8125	74,0600585938	47,3899075748	352,32	lounge
22,8125	74,0600585938	46,2149075738	352	lounge
22,8125	74,0600585938	46,3602368807	353,28	lounge
22,8125	74,0600585938	47,5331110829	352	lounge
22,8125	73,9624023438	46,3926089811	352,64	lounge
22,8125	73,9624023438	49,3148305211	350,72	lounge
22,8125	73,9624023438	46,8998586343	350,72	lounge
22,8125	73,9624023438	46,0504981173	350,4	lounge
22,8125	73,8647460938	50,2035814311	351,04	lounge
22,8125	73,8647460938	50,143726216	349,76	lounge
22,8125	73,8647460938	45,9391988745	350,72	lounge
22,8125	73,8647460938	45,4666542456	352,96	lounge
22,8125	73,7670898438	47,1073692219	344,96	lounge
22,8125	73,73046875	46,2220253004	348,8	lounge
22,8125	73,7670898438	46,3647772188	352,32	lounge
22,8125	73,7670898438	47,2961749399	350,4	lounge
22,8125	73,6694335938	49,2482872948	352,32	lounge
22,8125	73,6694335938	47,1510747987	352	lounge
22,8125	73,6694335938	47,2482377984	352,32	lounge
22,8125	73,6694335938	46,4739945231	351,68	lounge
22,8125	73,5778808594	51,4811092527	352	lounge
22,8125	73,5778808594	46,3162289759	353,28	lounge
22,8125	73,5778808594	46,8066902345	352,32	lounge
22,8125	73,4802246094	46,2496489616	352,32	lounge
22,8125	73,4802246094	46,4282138957	352,64	lounge
22,8125	73,4802246094	46,2330909629	352,32	lounge
22,8125	73,4802246094	46,4879412418	351,36	lounge
22,8125	73,4802246094	45,6826400161	351,04	lounge
22,8125	73,3825683594	48,3552509513	352	lounge
22,8125	73,3825683594	48,3059996854	352,64	lounge
22,8125	73,3825683594	46,3554703118	351,36	lounge
22,8125	73,2849121094	46,3129832257	352,96	lounge
22,8125	73,2849121094	46,3714625392	353,6	lounge
22,8125	73,2849121094	45,484035147	352,96	lounge
22,8125	73,1872558594	46,2474992068	351,68	lounge
22,8125	73,1872558594	46,7437699138	352,64	lounge
22,8125	73,1872558594	47,1820026341	353,6	lounge
22,8125	73,1872558594	47,0618859498	352,96	lounge
22,8125	73,0895996094	47,0990360788	352	lounge
22,8125	73,0590820313	47,8561756163	352,32	lounge
22,8125	73,0895996094	46,8700755227	352,96	lounge
22,8125	72,9614257813	46,7706290087	354,56	lounge
22,8125	72,998046875	46,0496720249	353,28	lounge
22,8125	72,998046875	47,3422749262	353,6	lounge
22,8125	72,998046875	46,8361712075	353,28	lounge
22,8125	72,900390625	47,0686712091	353,28	lounge
22,8125	72,900390625	50,5998538239	351,68	lounge
22,8125	72,900390625	47,4664832402	352,96	lounge
22,8125	72,802734375	47,0571307359	350,72	lounge
22,8125	72,802734375	46,266546208	351,04	lounge
22,78125	72,802734375	47,8129604491	351,04	lounge
22,8125	72,802734375	47,4051194496	351,04	lounge
22,8125	72,705078125	48,7366400782	350,4	lounge
22,8125	72,705078125	49,2045716636	351,68	lounge
22,8125	72,705078125	52,4699993615	352,32	lounge
22,8125	72,705078125	48,5583356322	352,64	lounge
22,8125	72,607421875	50,8217798903	351,68	lounge
22,8125	72,607421875	47,0470563454	352,32	lounge
22,8125	72,607421875	47,5463489686	352	lounge
22,78125	72,607421875	46,8453096838	352	lounge
22,78125	72,5158691406	47,6283585853	352,64	lounge
22,8125	72,5158691406	50,5410833123	351,68	lounge
22,78125	72,4792480469	53,2332304321	353,92	lounge
22,8125	72,5158691406	50,5963034556	351,68	lounge
22,78125	72,3815917969	47,5311185173	353,92	lounge
22,78125	72,4182128906	46,4268517733	352,96	lounge
22,8125	72,3815917969	47,4784232878	352,32	lounge
22,78125	72,4182128906	55,5705726976	352,32	lounge
22,78125	72,3205566406	54,4783607115	352,64	lounge
22,78125	72,3205566406	54,0436022087	352,32	lounge
22,8125	72,3205566406	47,2645934603	353,28	lounge
22,78125	72,1862792969	49,7287831996	352	lounge
22,78125	72,2229003906	50,7495888222	353,28	lounge
22,78125	72,2229003906	52,3554657598	351,68	lounge
22,78125	72,1862792969	55,3820073818	352,64	lounge
22,78125	72,2229003906	52,1449262023	351,36	lounge
22,78125	72,1252441406	53,8548807943	352,64	lounge
22,78125	72,0886230469	51,5203016388	353,28	lounge
22,8125	72,0886230469	54,2685198338	352,32	lounge
22,78125	72,0886230469	55,7800881518	353,28	lounge
22,78125	72,1252441406	58,4850226822	353,92	lounge
22,78125	71,9970703125	59,1796423559	352	lounge
22,78125	71,9970703125	59,4052268723	352,96	lounge
22,78125	72,0275878906	50,9049787256	353,92	lounge
22,78125	72,0275878906	52,0590849487	350,72	lounge
22,78125	71,8994140625	49,6015744562	353,6	lounge
22,78125	71,8994140625	47,9364462691	351,68	lounge
22,78125	71,9360351563	46,9773122435	352,32	lounge
22,78125	71,9360351563	48,9324587797	351,68	lounge
22,78125	71,9360351563	47,143312071	352,64	lounge
22,78125	71,8017578125	46,5021009071	351,68	lounge
22,78125	71,8017578125	53,5543641832	351,68	lounge
22,78125	71,8017578125	56,3073061193	350,72	lounge
22,78125	71,8017578125	49,1463489619	351,68	lounge
22,78125	71,8383789063	47,9125642874	351,68	lounge
22,78125	71,7407226563	46,5047085045	352	lounge
22,78125	71,7407226563	49,0713194733	352	lounge
22,53125	74,3103027344	54,7607034593	347,2	copa
22,53125	74,3103027344	54,3458770858	350,72	copa
22,53125	74,3103027344	54,4039457887	347,84	copa
22,53125	74,3103027344	55,2147153222	349,76	copa
22,53125	74,3103027344	66,6468752883	349,12	copa
22,53125	74,3103027344	56,5334910775	351,36	copa
22,53125	74,3103027344	54,0416198613	349,76	copa
22,53125	74,3103027344	56,4094051905	347,52	copa
22,53125	74,4079589844	55,3816285125	348,8	copa
22,53125	74,4079589844	55,7288129955	347,52	copa
22,53125	74,3103027344	55,932176444	349,12	copa
22,53125	74,4079589844	56,2349357206	348,48	copa
22,53125	74,4079589844	54,8240239641	350,72	copa
22,53125	74,4079589844	55,7534022651	348,16	copa
22,53125	74,4079589844	55,6070643847	350,72	copa
22,53125	74,4079589844	55,9992391305	350,4	copa
22,53125	74,4079589844	55,7875415816	349,44	copa
22,53125	74,5056152344	56,7557139859	346,88	copa
22,53125	74,5056152344	54,130358407	346,24	copa
22,53125	74,5056152344	56,3806235566	348,16	copa
22,53125	74,5056152344	57,3697644463	349,76	copa
22,53125	74,5056152344	56,5249101611	349,12	copa
22,53125	74,5056152344	55,1556938958	346,56	copa
22,53125	74,5056152344	56,2454141008	348,16	copa
22,53125	74,6032714844	57,1390052731	347,52	copa
22,53125	74,6032714844	58,4489230534	348,8	copa
22,53125	74,6032714844	56,0320608219	349,12	copa
22,53125	74,6032714844	57,8544790755	348,48	copa
22,53125	74,6032714844	57,0795980766	346,24	copa
22,53125	74,6032714844	58,1027923847	347,2	copa
22,53125	74,6032714844	57,860744637	349,76	copa
22,53125	74,6948242188	56,5183903372	347,52	copa
22,53125	74,6948242188	56,8986857458	347,52	copa
22,53125	74,6948242188	58,0837899372	346,88	copa
22,53125	74,6948242188	57,4670813971	347,2	copa
22,53125	74,6948242188	57,4373044646	347,84	copa
22,5	74,6948242188	57,0808993624	347,52	copa
22,53125	74,6948242188	57,8178155597	350,08	copa
22,5	74,6948242188	59,3587974087	349,44	copa
22,53125	74,7924804688	58,0198210398	349,12	copa
22,53125	74,7924804688	56,4710020717	346,88	copa
22,5	74,7924804688	57,6417116012	348,48	copa
22,5	74,7924804688	58,23938787	347,2	copa
22,5	74,7924804688	58,7154835891	350,72	copa
22,5	74,8901367188	57,2320204352	348,48	copa
22,5	74,7924804688	56,7493636441	348,16	copa
22,53125	74,8901367188	56,8726042038	347,2	copa
22,5	74,8901367188	57,605560237	346,88	copa
22,5	74,8901367188	56,5056884624	346,88	copa
22,5	74,8901367188	58,4195222791	349,76	copa
22,5	74,8901367188	56,5032235062	349,44	copa
22,5	74,8901367188	56,7665905976	350,08	copa
22,5	74,8901367188	57,7205625309	349,12	copa
22,5	74,9877929688	60,4674685504	348,8	copa
22,5	74,9877929688	58,5280612618	347,2	copa
22,5	74,9877929688	56,7885309868	348,16	copa
22,5	74,9877929688	56,7051909831	346,56	copa
22,5	74,9877929688	57,4262375207	346,56	copa
22,5	74,9877929688	57,3758803197	348,16	copa
22,5	74,9877929688	58,6282455179	350,4	copa
22,5	75,0854492188	56,964828257	349,44	copa
22,5	75,0854492188	56,1110822803	349,44	copa
22,5	75,0854492188	56,5362997029	348,8	copa
22,5	75,0854492188	59,1289423444	351,04	copa
22,5	75,0854492188	56,144865543	346,88	copa
22,5	75,0854492188	57,8478263983	349,44	copa
22,5	75,0854492188	57,9004884962	346,88	copa
22,5	75,0854492188	56,980348637	346,88	copa
22,5	75,0854492188	56,6435454066	349,12	copa
22,5	75,1770019531	57,1045783482	350,4	copa
22,5	75,1770019531	58,5465914278	346,56	copa
22,5	75,1770019531	58,3964472948	349,12	copa
22,5	75,1770019531	58,9654599727	347,2	copa
22,5	75,1770019531	56,9897678459	349,44	copa
22,5	75,1770019531	58,4469526949	347,52	copa
22,5	75,1770019531	57,9893142029	350,4	copa
22,5	75,1770019531	58,7242934247	348,48	copa
22,5	75,1770019531	57,6312332701	350,4	copa
22,5	75,2746582031	56,5092739706	349,76	copa
22,5	75,2746582031	57,8879263002	351,04	copa
22,5	75,2746582031	56,6285403094	349,44	copa
22,5	75,2746582031	56,7734978718	351,04	copa
22,5	75,2746582031	56,9309173759	348,48	copa
22,5	75,2746582031	55,9626012263	346,88	copa
22,5	75,2746582031	56,932363915	348,8	copa
22,5	75,2746582031	59,1114356608	349,44	copa
22,5	75,2746582031	56,6081155375	347,84	copa
22,5	75,2746582031	57,9380582631	349,44	copa
22,5	75,2746582031	57,2429811354	349,44	copa
22,5	75,3723144531	57,4222032087	351,68	copa
22,5	75,3723144531	56,7438322045	349,76	copa
22,5	75,3723144531	58,054943623	347,52	copa
22,5	75,3723144531	58,8224738043	348,16	copa
22,5	75,3723144531	57,4099840373	348,16	copa
22,5	75,3723144531	56,7463537869	349,12	copa
22,5	75,3723144531	57,1553369678	349,44	copa
22,5	75,3723144531	58,3523458143	350,08	copa
22,5	75,3723144531	56,9691149593	349,76	copa
22,5	75,3723144531	56,0836116209	350,08	copa
22,5	75,3723144531	56,3243002246	349,76	copa
22,5	75,4699707031	56,4097987401	349,44	copa
22,5	75,4699707031	55,7847929454	347,52	copa
22,5	75,4699707031	55,9838833946	347,84	copa
22,5	75,4699707031	56,2048155062	349,76	copa
22,5	75,4699707031	58,0022340004	352	copa
22,5	75,4699707031	56,7125745959	349,12	copa
22,5	75,4699707031	54,3904729217	351,04	copa
22,5	75,4699707031	56,8198086273	349,76	copa
22,5	75,4699707031	56,5519296379	351,04	copa
22,5	75,4699707031	56,6915588345	351,04	copa
22,5	75,4699707031	56,108836671	349,12	copa
22,5	75,4699707031	57,1668492425	347,52	copa
22,5	75,5676269531	55,960308211	348,16	copa
22,5	75,5676269531	58,6209187197	347,84	copa
22,5	75,5676269531	57,3915097898	349,76	copa
22,5	75,5676269531	57,5297622715	347,84	copa
22,5	75,5676269531	57,6423019472	350,4	copa
22,5	75,5676269531	57,1693960371	349,12	copa
22,5	75,5676269531	56,0827822808	349,44	copa
22,46875	75,5676269531	56,1051505695	348,8	copa
22,5	75,5676269531	56,4347255704	349,12	copa
22,5	75,6652832031	57,4786144041	347,2	copa
22,5	75,6652832031	56,2535388957	348,48	copa
22,5	75,6652832031	57,8126099218	347,84	copa
22,5	75,6652832031	55,238879947	350,72	copa
22,5	75,6652832031	56,5974073132	347,84	copa
22,46875	75,6652832031	60,702083872	348,8	copa
22,46875	75,6652832031	75,9128144488	346,24	copa
22,46875	75,6652832031	79,5945712042	350,08	copa
22,5	75,7568359375	74,0098575995	346,88	copa
22,5	75,7568359375	70,4324081408	347,52	copa
22,5	75,7568359375	65,6868564613	346,56	copa
22,46875	75,7568359375	63,6968708137	349,44	copa
22,46875	75,7568359375	63,38512787	349,12	copa
22,46875	75,7568359375	61,3458214051	347,84	copa
22,46875	75,7568359375	65,2791997872	346,88	copa
22,46875	75,7568359375	64,709279112	347,2	copa
22,46875	75,7568359375	60,7008934593	349,12	copa
22,46875	75,8544921875	60,5149698394	346,24	copa
22,46875	75,8544921875	57,6970659624	349,76	copa
22,46875	75,8544921875	60,2045251486	348,8	copa
22,46875	75,8544921875	57,2306017344	349,76	copa
22,46875	75,8544921875	56,6725323208	347,2	copa
22,46875	75,8544921875	56,185854288	346,24	copa
22,46875	75,8544921875	57,3928737592	346,56	copa
22,46875	75,8544921875	56,3748650725	349,12	copa
22,46875	75,9521484375	59,4408391436	346,24	copa
22,46875	75,9521484375	57,6643703516	344,96	copa
22,46875	75,9521484375	60,3734990304	343,36	copa
22,46875	75,9521484375	53,3082494105	343,04	copa
22,46875	75,9521484375	54,0837368312	339,2	copa
22,46875	75,9521484375	56,2827762144	299,28	copa
22,46875	75,9521484375	55,6752304001	338,88	copa
22,46875	75,9521484375	56,2548257081	344	copa
22,46875	75,9521484375	54,8554692147	345,6	copa
22,46875	75,9521484375	54,7003168969	345,92	copa
22,46875	75,9521484375	58,4053547899	344	copa
22,46875	75,9521484375	58,9775031109	345,92	copa
22,46875	76,0498046875	46,0176623839	344,96	copa
22,46875	76,0498046875	52,0688325812	344	copa
22,46875	76,0498046875	47,3691794378	344,32	copa
22,46875	76,0498046875	46,4541889994	345,6	copa
22,46875	76,0498046875	55,6568000872	346,88	copa
22,46875	76,0498046875	65,9084244706	345,28	copa
22,46875	76,0498046875	74,3647074192	343,36	copa
22,46875	76,0498046875	51,0017364513	343,68	copa
22,46875	76,0498046875	55,3851482139	346,24	copa
22,46875	76,0498046875	54,8915798828	344	copa
22,46875	76,0498046875	51,022009855	346,56	copa
22,46875	76,0498046875	50,4189035816	344	copa
22,46875	76,0498046875	49,369490243	345,6	copa
22,46875	76,0498046875	56,841748338	344,64	copa
22,46875	76,0498046875	55,5954404267	344,32	copa
22,46875	76,0498046875	53,6431348694	347,52	copa
22,46875	76,0498046875	47,5123993697	345,92	copa
22,46875	76,0498046875	49,356067285	344,64	copa
22,46875	76,0498046875	54,873486055	344,96	copa
22,46875	76,0498046875	56,0609777763	347,52	copa
22,46875	76,0498046875	48,4157877011	344,96	copa
22,46875	76,0498046875	53,6213447194	348,16	copa
22,46875	76,0498046875	53,9859306951	346,88	copa
22,46875	75,9521484375	54,435229329	347,2	copa
22,46875	75,9521484375	52,5663331321	344,64	copa
22,46875	75,9521484375	49,2496773882	344,64	copa
22,46875	75,9521484375	53,3621572953	346,56	copa
22,46875	75,9521484375	55,4207946288	348,16	copa
22,46875	75,9521484375	52,8487729118	346,88	copa
22,46875	75,9521484375	51,40895116	344,64	copa
22,46875	75,9521484375	52,6724094962	347,2	copa
22,46875	75,9521484375	57,575629218	344,32	copa
22,46875	75,8544921875	56,1139114083	344,96	copa
22,46875	75,8544921875	51,7297970833	345,92	copa
22,46875	75,8544921875	51,1901515468	348,16	copa
22,46875	75,8544921875	57,1390553394	348,16	copa
22,46875	75,8544921875	54,0030209408	346,56	copa
22,46875	75,8544921875	53,0425550942	344,96	copa
22,46875	75,8544921875	53,4643551352	347,2	copa
22,46875	75,7568359375	51,2548795765	345,6	copa
22,46875	75,7568359375	51,5039119772	344,64	copa
22,46875	75,7568359375	52,7218242819	345,6	copa
22,46875	75,7568359375	58,46673311	346,88	copa
22,46875	75,7568359375	57,5261554987	347,2	copa
22,46875	75,7568359375	53,7188362684	346,88	copa
22,46875	75,6652832031	55,1822542634	344,32	copa
22,46875	75,6652832031	55,8869878383	344,96	copa
22,46875	75,6652832031	55,703150485	345,92	copa
22,46875	75,6652832031	52,0730921155	348,16	copa
22,46875	75,6652832031	52,4185895113	347,84	copa
22,46875	75,6652832031	50,9765202003	346,88	copa
22,46875	75,5676269531	49,6016825629	347,84	copa
22,46875	75,5676269531	60,046112684	344,32	copa
22,4375	75,5676269531	65,0246538778	346,56	copa
22,4375	75,5676269531	58,8159191185	344,96	copa
22,4375	75,5676269531	62,0064376682	346,88	copa
22,4375	75,5676269531	54,6325503387	346,56	copa
22,4375	75,4699707031	57,368945851	347,84	copa
22,4375	75,4699707031	57,1543379272	345,6	copa
22,4375	75,4699707031	60,0834136576	345,6	copa
22,4375	75,4699707031	56,3923011429	344,96	copa
22,4375	75,4699707031	54,8339495603	346,56	copa
22,4375	75,3723144531	53,3238873144	345,28	copa
22,4375	75,3723144531	61,2760598327	348,48	copa
22,4375	75,3723144531	56,8728815758	346,56	copa
22,4375	75,3723144531	64,9735693951	348,48	copa
22,4375	75,3723144531	64,6723448583	348,16	copa
22,4375	75,3723144531	63,8166800598	346,24	copa
22,4375	75,2746582031	62,2883346335	344,96	copa
22,4375	75,2746582031	70,3060261503	346,56	copa
22,4375	75,2746582031	62,2529600746	346,56	copa
22,4375	75,2746582031	67,3237038535	348,16	copa
22,4375	75,2746582031	63,9927928189	345,28	copa
22,4375	75,1770019531	62,9847248351	346,24	copa
22,4375	75,1770019531	54,9679242059	347,52	copa
22,4375	75,1770019531	47,0811732467	346,56	copa
22,4375	75,1770019531	63,0844558184	347,2	copa
